location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,total_tests,new_tests,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy
Bangladesh,2020-03-08,3.0,3.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-09,3.0,0.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-10,3.0,0.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-11,3.0,0.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-12,3.0,0.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-13,3.0,0.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-14,3.0,0.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-15,5.0,2.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-16,8.0,3.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-17,10.0,2.0,,,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-18,14.0,4.0,1.0,1.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-19,17.0,3.0,1.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-20,20.0,3.0,1.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-21,25.0,5.0,2.0,1.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-22,27.0,2.0,2.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-23,33.0,6.0,3.0,1.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-24,39.0,6.0,4.0,1.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-25,39.0,0.0,5.0,1.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-26,44.0,5.0,5.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-27,48.0,4.0,5.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-28,48.0,0.0,5.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-29,48.0,0.0,5.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-30,49.0,1.0,5.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-03-31,51.0,2.0,5.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-01,54.0,3.0,6.0,1.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-02,56.0,2.0,6.0,0.0,,,,,,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-03,61.0,5.0,6.0,0.0,,,,203.0,203.0,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-04,70.0,9.0,8.0,2.0,,,,637.0,434.0,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-05,88.0,18.0,9.0,1.0,,,,1004.0,367.0,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-06,123.0,35.0,12.0,3.0,,,,1472.0,468.0,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-07,164.0,41.0,17.0,5.0,2.73,,,2151.0,679.0,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-08,218.0,54.0,20.0,3.0,2.8,,,3132.0,981.0,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-09,330.0,112.0,21.0,1.0,2.85,,,4037.0,905.0,,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-10,424.0,94.0,27.0,6.0,2.72,,,5221.0,1184.0,0.0723,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-11,482.0,58.0,30.0,3.0,2.59,,,6175.0,954.0,0.0744,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-12,621.0,139.0,34.0,4.0,2.61,,,7515.0,1340.0,0.0819,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-13,803.0,182.0,39.0,5.0,2.59,,,9085.0,1570.0,0.0893,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-14,1012.0,209.0,46.0,7.0,2.54,,,10990.0,1905.0,0.0959,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-15,1231.0,219.0,50.0,4.0,2.43,,,12730.0,1740.0,0.1056,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-16,1572.0,341.0,60.0,10.0,2.31,,,14749.0,2019.0,0.116,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-17,1838.0,266.0,75.0,15.0,2.2,,,16939.0,2190.0,0.1207,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-18,2144.0,306.0,84.0,9.0,2.14,,,19053.0,2114.0,0.129,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-19,2456.0,312.0,91.0,7.0,1.98,,,21687.0,2634.0,0.1295,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-20,2948.0,492.0,101.0,10.0,1.89,,,24466.0,2779.0,0.1395,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-21,3382.0,434.0,110.0,9.0,1.75,,,27440.0,2974.0,0.1441,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-22,3772.0,390.0,120.0,10.0,1.59,,,30536.0,3096.0,0.1427,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-23,4186.0,414.0,127.0,7.0,1.48,,,33952.0,3416.0,0.1361,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-24,4689.0,503.0,131.0,4.0,1.49,,,37638.0,3686.0,0.1377,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-25,4998.0,309.0,140.0,9.0,1.42,,,40975.0,3337.0,0.1302,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-26,5416.0,418.0,145.0,5.0,1.38,,,44451.0,3476.0,0.13,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-27,5913.0,497.0,152.0,7.0,1.36,,,48263.0,3812.0,0.1246,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-28,6462.0,549.0,155.0,3.0,1.39,,,52595.0,4332.0,0.1224,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-29,7103.0,641.0,163.0,8.0,1.4,,,57563.0,4968.0,0.1232,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-04-30,7667.0,564.0,168.0,5.0,1.36,,,62528.0,4965.0,0.1218,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-01,8238.0,571.0,170.0,2.0,1.36,,,68101.0,5573.0,0.1165,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-02,8790.0,552.0,175.0,5.0,1.39,,,73928.0,5827.0,0.1151,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-03,9455.0,665.0,177.0,2.0,1.37,,,79296.0,5368.0,0.1159,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-04,10143.0,688.0,182.0,5.0,1.33,,,85556.0,6260.0,0.1134,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-05,10929.0,786.0,183.0,1.0,1.33,,,91267.0,5711.0,0.1155,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-06,11719.0,790.0,186.0,3.0,1.29,,,97508.0,6241.0,0.1156,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-07,12425.0,706.0,199.0,13.0,1.26,,,103375.0,5867.0,0.1165,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-08,13134.0,709.0,206.0,7.0,1.26,,,109316.0,5941.0,0.1188,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-09,13770.0,636.0,214.0,8.0,1.3,,,114781.0,5465.0,0.1219,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-10,14657.0,887.0,228.0,14.0,1.34,,,120419.0,5638.0,0.1265,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-11,15691.0,1034.0,239.0,11.0,1.36,,,127627.0,7208.0,0.1319,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-12,16660.0,969.0,250.0,11.0,1.37,,,134400.0,6773.0,0.1329,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-13,17822.0,1162.0,269.0,19.0,1.37,,,142300.0,7900.0,0.1362,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-14,18863.0,1041.0,283.0,14.0,1.35,,,149692.0,7392.0,0.139,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-15,20065.0,1202.0,298.0,15.0,1.36,,,158274.0,8582.0,0.1416,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-16,20995.0,930.0,314.0,16.0,1.36,,,165056.0,6782.0,0.1437,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-17,22268.0,1273.0,328.0,14.0,1.39,,,173240.0,8184.0,0.1441,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-18,23870.0,1602.0,349.0,21.0,1.4,,,183028.0,9788.0,0.1476,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-19,25121.0,1251.0,370.0,21.0,1.39,,,191477.0,8449.0,0.1482,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-20,26738.0,1617.0,386.0,16.0,1.4,,,201684.0,10207.0,0.1501,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-21,28511.0,1773.0,408.0,22.0,1.4,,,211946.0,10262.0,0.155,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-22,30205.0,1694.0,432.0,24.0,1.38,,,221673.0,9727.0,0.1599,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-23,32078.0,1873.0,452.0,20.0,1.36,,,232507.0,10834.0,0.1643,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-24,33610.0,1532.0,480.0,28.0,1.27,,,241415.0,8908.0,0.1664,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-25,35585.0,1975.0,501.0,21.0,1.21,,,250866.0,9451.0,0.1727,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-26,36751.0,1166.0,522.0,21.0,1.15,,,256273.0,5407.0,0.1795,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-27,38292.0,1541.0,544.0,22.0,1.18,,,264288.0,8015.0,0.1846,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-28,40321.0,2029.0,559.0,15.0,1.28,,,273598.0,9310.0,0.1916,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-29,42844.0,2523.0,582.0,23.0,1.35,,,284899.0,11301.0,0.1999,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-30,44608.0,1764.0,610.0,28.0,1.34,,,294886.0,9987.0,0.2009,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-05-31,47153.0,2545.0,650.0,40.0,1.37,,,306762.0,11876.0,0.2073,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-01,49534.0,2381.0,672.0,22.0,1.35,,,318201.0,11439.0,0.2072,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-02,52445.0,2911.0,709.0,37.0,1.35,,,330905.0,12704.0,0.2103,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-03,55140.0,2695.0,746.0,37.0,1.3,,,343415.0,12510.0,0.2129,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-04,57563.0,2423.0,781.0,35.0,1.25,,,356109.0,12694.0,0.209,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-05,60391.0,2828.0,811.0,30.0,1.24,,,370197.0,14088.0,0.2057,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-06,63026.0,2635.0,846.0,35.0,1.24,,,382683.0,12486.0,0.2098,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-07,65769.0,2743.0,888.0,42.0,1.22,,,395819.0,13136.0,0.209,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-08,68504.0,2735.0,930.0,42.0,1.21,,,408763.0,12944.0,0.2095,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-09,71675.0,3171.0,975.0,45.0,1.21,,,423431.0,14668.0,0.2078,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-10,74865.0,3190.0,1012.0,37.0,1.21,,,439396.0,15965.0,0.2055,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-11,78052.0,3187.0,1049.0,37.0,1.2,,,455168.0,15772.0,0.2068,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-12,81523.0,3471.0,1095.0,46.0,1.19,,,471158.0,15990.0,0.2093,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-13,84379.0,2856.0,1139.0,44.0,1.17,,,487796.0,16638.0,0.2031,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-14,87520.0,3141.0,1171.0,32.0,1.16,,,502301.0,14505.0,0.2043,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-15,90619.0,3099.0,1209.0,38.0,1.17,,,517339.0,15038.0,0.2037,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-16,94481.0,3862.0,1262.0,53.0,1.19,,,534553.0,17214.0,0.2052,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-17,98489.0,4008.0,1305.0,43.0,1.18,,,552080.0,17527.0,0.2096,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-18,102292.0,3803.0,1343.0,38.0,1.14,,,568339.0,16259.0,0.2142,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-19,105535.0,3243.0,1388.0,45.0,1.1,,,583384.0,15045.0,0.214,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-20,108775.0,3240.0,1425.0,37.0,1.09,,,597415.0,14031.0,0.2226,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-21,112306.0,3531.0,1464.0,39.0,1.08,,,613000.0,15585.0,0.2239,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-22,115786.0,3480.0,1502.0,38.0,1.06,,,628555.0,15555.0,0.2263,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-23,119198.0,3412.0,1545.0,43.0,1.05,,,644847.0,16292.0,0.2241,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-24,122660.0,3462.0,1582.0,37.0,1.05,,,661280.0,16433.0,0.2213,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-25,126606.0,3946.0,1621.0,39.0,1.07,,,679279.0,17999.0,0.2192,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-26,130474.0,3868.0,1661.0,40.0,1.09,,,697777.0,18498.0,0.218,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-27,133978.0,3504.0,1695.0,34.0,1.09,,,712934.0,15157.0,0.2182,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-28,137787.0,3809.0,1738.0,43.0,1.09,,,731033.0,18099.0,0.2159,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-29,141801.0,4014.0,1783.0,45.0,1.07,,,748870.0,17837.0,0.2162,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-06-30,145483.0,3682.0,1847.0,64.0,1.03,,,767296.0,18426.0,0.2147,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-01,149258.0,3775.0,1888.0,41.0,1.0,,,785171.0,17875.0,0.2147,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-02,153277.0,4019.0,1926.0,38.0,0.98,,,803533.0,18362.0,0.2146,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-03,156391.0,3114.0,1968.0,42.0,0.95,,,818183.0,14650.0,0.2152,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-04,159679.0,3288.0,1997.0,29.0,0.94,,,832910.0,14727.0,0.2142,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-05,162417.0,2738.0,2052.0,55.0,0.92,,,846898.0,13988.0,0.2126,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-06,165618.0,3201.0,2096.0,44.0,0.91,,,861143.0,14245.0,0.2121,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-07,168645.0,3027.0,2151.0,55.0,0.91,,,874316.0,13173.0,0.2164,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-08,172134.0,3489.0,2197.0,46.0,0.91,,,889988.0,15672.0,0.2182,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-09,175494.0,3360.0,2238.0,41.0,0.92,,,905620.0,15632.0,0.2176,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-10,178443.0,2949.0,2275.0,37.0,0.91,,,919108.0,13488.0,0.2185,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-11,181129.0,2686.0,2305.0,30.0,0.92,,,930301.0,11193.0,0.2202,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-12,183795.0,2666.0,2352.0,47.0,0.94,,,941360.0,11059.0,0.2263,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-13,186894.0,3099.0,2391.0,39.0,0.95,,,953783.0,12423.0,0.2297,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-14,190057.0,3163.0,2424.0,33.0,0.95,,,967236.0,13453.0,0.2304,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-15,193590.0,3533.0,2457.0,33.0,0.95,,,981238.0,14002.0,0.2351,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
Bangladesh,2020-07-16,196323.0,2733.0,2496.0,39.0,0.93,,,994127.0,12889.0,0.2353,,,,,,169356251.0,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,72.59
